Name,Brand,Use,Use (General),Number of Strains,Number of Species,Bifidobacterium bifidum,Bifidobacterium breve,Bifidobacterium longum,Lactobacillus Acidophilus,Lactobacillus bulgaricus,Lactobacillus casei,Lactobacillus plantarum,Lactobacillus rhamnosus,Lactococcus/bacilllus lactis,Streptococcus thermophilus,Lactobacillus helveticus,Lactobacillus paracasei,Lactobacillus gasseri,Lactobacillus fermentum,Lactobacillus salivarius,Lactobacillus infantis,Lactobacillus brevis,Lactobacillus reuteri,Bacillus coagulans,Bifidobacterium lactis,Bifidobacterium infantis,Saccharomyces boulardii,Lactobacillus crispatus,Lactobacillus jensenii,Lacticaseibacillus rhamnosus,Bacillus subtilis,Lactiplantibacillus plantarum,Enterococcus faecium,Pediococcus acidilactici,Bacillus clausii,Akkermansia municiphila,Lactobacillus johnsonii,Limosilactobacillus reuteri,Levilactobacillus brevis,Bifidobacterium adolescentis,P. pentosaceus
"Enzymatic Therapy Acidophilus Pearls Probiotics, Capsules ",Enzymatic Therapy,Gut,Gut,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardiotabs Advanced Formula Probiotic,Cardiotabs,"Gut, Heart",Heart,13,13,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Her Own Probiotic Gummy Berry,HerOwn,Gut,Gut,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codeage SBO Probiotic Fermented Botanicals,Codeage,Gut,Gut,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Codeage Men's Fermented Multivitamin Probiotic,Codeage,Gut,Gut,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codeage Skin Probiotic +,Codeage,"Gut, Skin",Skin,19,18,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"Irwin Naturals Active-Cleanse & Probiotics, Soft-Gels",Irwin Naturals,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mommy's Bliss Prenatal Multivitamin + Probiotics Capsule ,Mommy's Bliss,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitafusion Fiber Well + Probiotics Gummies for Adults,Vitafusion,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VH essentials probiotics with prebiotics and cranberry feminine health supplement, 60 capsules, for females",vH essentials,"Vaginal, Urinary, ",Vaginal/Urinary,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Culturelle Kids Probiotic + Fiber, Probiotic Supplement for Kids 3+ Months, 24 Packets",Culturelle,Gut,Gut,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Culturelle Baby Digestive Calm + Comfort Probiotic and Chamomile Drops, 0-12 month",Culturelle,Gut,Gut,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MaryRuth Organics Liquid Probiotic for Adults & Kids, Unflavored 2 fl oz",MaryRuth,Gut,Gut,12,12,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Physician's Choice Women's Probiotic 50 Billion CFU Capsules, 30 ct",Physician's Choice,"Gut, Urinary",Vaginal/Urinary,7,6,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Culturelle Kids Probiotic with Veggie Fiber, 1 Billion CFUs Gummies, Berry Blast, 60 Count",Culturelle,Gut,Gut,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Spring Valley Probiotic Acidophilus Dietary Supplement, 30 count",Spring Valley,Gut,Gut,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benefiber Dual Action Biotic Prebiotic and Probiotic Fiber Supplement for Stress Relief, 18 Count Stick Packs",Benefiber,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nature's Way Fortify Women's Extra Strength Probiotic Capsules 50 Billion Live Probiotics, 30 Count",Nature's Way,"Gut, Vaginal",Vaginal/Urinary,10,6,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MaryRuth Organics Cocomelon Toddler Probiotic Liquid Drops, Organic 1fl oz",MaryRuth,Gut,Gut,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Force Factoer ProbioSlim Extra Strength Probiotic Supplement, 30 Billion CFU, 120 Capsules",Force Factor,Gut,Gut,7,7,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parent's Choice Colic Drops Probiotic Supplement Birth+,Parent's Choice,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VitaHustle Prebiotic+Probiotic Gummy Supplement, 500 CFU Berry Flavor, 50 Count",VitaHustle,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zenwise No Bloat, Probiotics Digestive Enzymes Herbal Supplement, 48 ct, Gas & Bloat Releif",Zenwise,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Physician's Choice Vaginal Probiotics for Women - Licorice Root, PH Balance, Odor Control, Yeast, Vaginal Microbiome Health - 6B CFU, Prebiotic, Cranberry - 30 Counts",Physician's Choice,"Vaginal, Urinary, ",Vaginal/Urinary,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Renew Life - Ultimate Flora Probiotic Extra Care - 30 Billion - 30 vegetable capsules,Renew Life,Gut,Gut,11,11,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L'il Critters Probiotic Daily Gummy Supplement for Kids, for Digestive Health Support, Grape, Cherry and Orange Flavors, 60 Gummies",L'il Critters,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mommy's Bliss Baby Probiotic Drops, 0.34 fl oz",Mommy's Bliss,Gut,Gut,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitafusion Probiotic Gummy Supplements, Raspberry, Peach and Mango Flavored Probiotic Nutritional Supplements, 70 Count",Vitafusion,Gut,Gut,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Equate Children's Probiotic Dietary Supplement Tablets, Berry, 30 Count",Equate,Gut,Gut,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZO Dual Protection Urinary and Vaginal Support, Prebiotic and Probiotic Blend, 30 Count",AZO,"Vaginal, Urinary, ",Vaginal/Urinary,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Garden of Life Dr. Formulated Feminine pH Daily Care Probiotic, 40 Billino CFU from 13 Probiotic Strains - Yeast & Bacteria Balance, Healthy pH, 3x Formula - 30 Capsules 1 month supply",Garden of Life,"Gut, Vaginal",Gut,13,12,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZO Dual Protection Urinary and Vaginal Support, Prebiotic and Probiotic Blend, 14 Count",AZO,"Vaginal, Urinary, ",Gut,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Garden of Life Kids Multivitamin + Probiotics Gummy for Digestive Support - Orange, 90 Gummies",Garden of Life,"Gut, Bones",Bone,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Enfamil Dual Probiotics Vitamin Drops, Supports Baby's Immune & Digestive Health, 8.7 mL bottle",Enfamil,Gut,Gut,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZO Vaginal Health Probiotic Supplement Capsules for Female Balance, 14 Count",AZO,"Urinary, Vaginal",Vaginal/Urinary,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nature's Way Max Potency Probiotic Pearls Softgels, 5 billion live cultures, Unisex, 30ct",Nature's Way,Gut,Gut,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden of Life Gas & Bloating Releif Probiotic Capsules,Garden of Life,Gut,Gut,15,12,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley High Potency Probiotic Gummies, 10B CFU, strawberry lemonade, 60 count, unisex",Spring Valley,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Culturelle Baby Immune & Digestive Support Probiotic + Vitamin D Drops, 9 mL",Culturelle,Gut,Gut,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Synbiotic Digestive Health Gummies for Adults, Raspberry Flavor, 60 Count, Unisez",Spring Valley,Gut,Gut,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orgain Vegan Organic Greens & 50 Superfoods Powder - 1B Probiotics, Original Flavor 0.62 lb",Orgain,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Physician's Choice Prebiotic Probiotic for Men and Women, 30 Count",Physician's Choice,Gut,Gut,3,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equate Daily Probiotic 60 Billion, 30 Count Vegetarian Capsules, Unisex",Equate,Gut,Gut,10,10,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amazing Grass Greens Blend Mood: Super Greeens Powder Smoothie Mix with Organic Spirulina, Chlorella, Beet Root Powder, Digestive Enzymes & Probiotics, 30 Servings Passionfruit Citrus",Amazing Grass,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Align Probiotic Gummies, Digestive De-stress & Ashwagandha, Dietary Supplement, Unisex, 50 count",Align,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Zero Sugar Kid's 1 Billion CFU Probiotic Gummy, 60 Vegetarian Gummies",Spring Valley,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nature's Bounty Ultra Strength Probiotic 10 Digestive Health Capsules, 60 CT",Nature's Bounty,Gut,Gut,10,8,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love Wellness, Good Girl Vaginal Probiotics for Women, Supports & Maintains Vaginal Flora, Dairy & Gluten - Free, 30 Capsules",Love Wellness,"Vaginal, Urinary, ",Vaginal/Urinary,9,9,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Peptiva Daily Probiotic, 25 Billion CFU, Multi-Strain Probiotics, 30 Count",Peptiva,Gut,Gut,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nature's Way complete Probiotic Pearls Softgels, 1 Billion Live Cultures, Unisex 30 ct",Nature's Way,Gut,Gut,6,6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Force Factoer ProbioSlim Extra Strength Probiotic Supplement, 30 Billion CFU, 60 Capsules",Force Factor,Gut,Gut,7,7,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goli Nutrition Supergreens Gummies, Super Green and Probiotic Blend Dietary Supplement, 60 Count",Goli,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love Wellness Flora Power Feminine Deodorant Probiotic Suppositories for Balanced Vaginal Bacteria & Odor, 10 ct",Love Wellness,Vaginal,Vaginal/Urinary,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pink Stork Baby Probiotic Drops: Infant Probiotic Drops for Baby, Digestion & Gas Releif, 1fl oz",Pink Stork,Gut,Gut,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Daily Probiotic Dietary Supplement, 30 Vegetarian Capsules",Spring Valley,Gut,Gut,10,10,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mary Ruth Organics Infant Probiotic Liquid Drops, Organic 1 fl oz",MaryRuth,Gut,Gut,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Probiotic Multi-Enzyme Digestive Formula Tablets, 200 Count",Spring Valley,Gut,Gut,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equate 3-in-1 Daily Probiotic Dietary Supplement Gummies, Natural Fruit Flavors, 60 Count, unisex",Equate,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Extra Strength Age 5-+ Probiotic with Prebiotic Dietary Supplement Delayed Release Vegetarian Capsules for Digestive Health, 30 Count",Spring Valley,Gut,Gut,11,9,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Inulin Probiotic Supplement Vegetarian Gummies, Assorted Fruit, 60 Count",Spring Valley,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Women's Probiotic Dietary Supplement, 30 Count",Spring Valley,"Gut, Urinary, ",Vaginal/Urinary,8,7,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Extra Strength Probiotic Vegetable Capsules, 10B CFU 60 Ct",Spring Valley,Gut,Gut,10,10,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Probiotic Acidophilus Dietary Supplement, 100 count",Spring Valley,Gut,Gut,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Women's Cranberry Probiotic Supplement Vegetarian Gummies, Raspberry lemon, 60 count",Spring Valley,"Gut, Urinary",Vaginal/Urinary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baby Ddrops Probiotic Liquid Drops with Ddrops Vitamin D, 0.07 fl oz",Ddrops,Gut,Gut,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Extra Strength Probiotic Vegetable Capsules, 10B CFU 30 Ct",Spring Valley,Gut,Gut,10,10,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Women's Probiotic Dietary Supplement, 60 Count",Spring Valley,"Gut, Urinary, ",Vaginal/Urinary,8,7,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Daily Probiotic Dietary Supplement, 60 Vegetarian Capsules",Spring Valley,Gut,Gut,10,10,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Physician's Choice 60 Billion Probiotic, for Women & Men, 60 Count Digestive & Gut Health",Physician's Choice,Gut,Gut,10,10,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equate Probiotic Supplement Digestive System Support Delayed Release Capsules, 50 Count",Equate,Gut,Gut,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digestive Advantage Daily Probiotics Gummies for Women's & Men's Digestive & Gut Health, Bloading Assorted Fruit 60 ea",Digestive Advantage,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equate Extra Care Probiotic Capsules, Delayed Release, 50 Count ",Equate,Gut,Gut,10,10,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equate Digestive Probiotic Supplement Delayed-Release Capsules, Unisex, 28 Count",Equate,Gut,Gut,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digestive Advantage Daily Probiotics For Women And Men, Supports Gut Health, 60 Capsules",Digestive Advantage,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIOHM Total Gut Probiotic with Digestive Enzymes, 1 Each, 30 Count (Unisex)",BIOHM,Gut,Gut,4,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Advanced Digestive Enzymes, 60 Count",Spring Valley,Gut,Gut,5,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Garden of Life Dr. Formulated Fiber Plus Magnesium & Probiotics Gummies - with 5g of Plant Based Prebiotic Fiber for Digestion & Regularity - No Sugar Added, Orange Flavored 72 ct.",Garden of Life,Gut,Gut,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NOW Supplements, Probiotic-10, 25 Billion, with 10 Probiotic Strains, Dairy, Soy and Gluten Free, Strain Verified, 100 Veg Capsules",NOW,Gut,Gut,10,10,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Renew Life Women's Care Cherry Prebiotic and Probiotic Supplement Gummies, Vegan, 2 Billion CFU, 48 Gummies",Renew Life,"Gut, Urinary",Vaginal/Urinary,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nature's Way Fortify Women's Daily Probiotic Capsules, 30 Billion CFU, 10 Strains, 30 Count",Nature's Way,"Vaginal, Gut",Vaginal/Urinary,10,5,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Force Factor ProbioSlim Probiotic and Weight Loss Supplement with Probiotics, 120 Capsules",Force Factor,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Renew Life Adult 50+ Probiotic Supplement Capsules, Unisex, 30 Billino CFU, 30 Count",Renew Life,Gut,Gut,12,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nature's Way Fortify Adults 50+ Daily Probiotic Capsules, 30 Billion Live Cultures, Unisex, 30 count",Nature's Way,Gut,Gut,10,6,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digestive advantage Daily Probiotics with Apple Cider Vinegar For Women And Men, Apple Flavor, 60 Gummies",Digestive Advantage,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Culturelle Women's 4-in-1 Daily Probiotic Supplements, 30 Count",Culturelle,"Vaginal, Gut, Urinary",Vaginal/Urinary,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Culturelle Ultimate Strength Probiotic Capsules,Culturelle,Gut,Gut,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equate Womens' Care Daily Probiotic Delayed Release Vegetarian Capsules, 30 count",Equate,"Vaginal, Gut",Vaginal/Urinary,16,15,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nouri Weight Health Probiotic & Omega Capsules, Unisex, 30 Day Supply",Nouri,Gut,Gut,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"One A Day TruBiotics, Daily Probiotic Supplement for Digestive Health, 30-Capsule Box",TruBiotics,Gut,Gut,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Force Factor ProbioSlim Apple Cider Vinegar Gummies Supplement,  60 Gummies",Force Factor,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digestive Advantage Gas Defense Probiotics for Women and Men, Digestive Enzymes For Gut Health, 32 capsules",Digestive Advantage,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Valley Kids Inulin Probiotic Supplement Vegetarian Gummies,  Assorted Fruit, 60 Count",Spring Valley,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olly Probiotic + Previotic Vitamin 60 CT, Peachy Peach",Olly,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equate Digestive Probiotic Supplement Delayed-Release Capsules, Unisex, 56 Count",Equate,Gut,Gut,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nouri Menopause Health Probiotic with Omega and Rservatrol Vegan Capsules, 30  Day Supply",Nouri,"Gut, Brain",Gut,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Garden of Life Dr. Formulated Probiotics Digestive & Immune Care with Zinc 30 ct Capsules,Garden of Life,Gut,Gut,14,11,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIOHM Digestive Reds Powder, Probiotics, Red Berry Flavor, 7.4 oz, 30 Servings (unisex)",BIOHM,Gut,Gut,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BelliWelli Daily Fiber Supplement with Probiotics, Electrolytes and Collagen - Tropical Breeze, 6.4 oz",BelliWelli,Gut,Gut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
